,Pair,Count
1189,138 - Print trigger occurred too early;564 - Gutter vacuum cannot be generated,3
1190,1370 - Print head cover removed;24 - Gutter dry at start-up,1
1191,142 - Recovered successfully;24 - Gutter dry at start-up,4
1192,1371 - Printing is disabled with print head cover removed;41 - Ink level high,2
1193,544 - Insert makeup cartridge - no valid cartridge present;68 - Ink temperature low,1
1194,549 - Change makeup cartridge: Expired;68 - Ink temperature low,1
1195,46 - Makeup Level too High;549 - Change makeup cartridge: Expired,2
1196,549 - Change makeup cartridge: Expired;590 - Persistent fault,2
1197,46 - Makeup Level too High;68 - Ink temperature low,1
1198,590 - Persistent fault;68 - Ink temperature low,2
1199,117 - Positive air to the print head has failed;238 - Insufficient gutter vacuum: retrying,5
1200,117 - Positive air to the print head has failed;557 - Misaligned jet at start-up,2
1201,117 - Positive air to the print head has failed;607 - Ink cartridge not engaged,1
1202,117 - Positive air to the print head has failed;1201 - High viscosity,1
1203,1201 - High viscosity;557 - Misaligned jet at start-up,3
1204,1017 - Print delay too short;564 - Gutter vacuum cannot be generated,1
1205,1017 - Print delay too short;16 - Viscosity Out of Range,3
1206,237 - Gutter Blocked;541 - Change makeup cartridge: makeup type incorrect,1
1207,1371 - Printing is disabled with print head cover removed;609 - Ensure all consumables are engaged,2
1208,1018 - Internal gearbox frequency too high;1370 - Print head cover removed,1
1209,1370 - Print head cover removed;143 - The attempt to recover has failed,2
1210,1018 - Internal gearbox frequency too high;52 - Jet modulation has failed,1
1211,1018 - Internal gearbox frequency too high;140 - Ink detected on the charge electrode,1
1212,1018 - Internal gearbox frequency too high;12 - Charge detection error,1
1213,1018 - Internal gearbox frequency too high;143 - The attempt to recover has failed,1
1214,1370 - Print head cover removed;550 - Degraded gutter clearing at start-up,2
1215,1371 - Printing is disabled with print head cover removed;550 - Degraded gutter clearing at start-up,1
1216,1005 - Unexpected exception in print system;15 - Deflection EHT has tripped,1
1217,1005 - Unexpected exception in print system;12 - Charge detection error,1
1218,1008 - Label stroke pitch too small for encoder resolution;15 - Deflection EHT has tripped,1
1219,238 - Insufficient gutter vacuum: retrying;551 - Gutter cannot be cleared,2
1220,238 - Insufficient gutter vacuum: retrying;555 - Printhead not reached temperature,1
1221,238 - Insufficient gutter vacuum: retrying;27 - Printhead heater temperature low,1
1222,551 - Gutter cannot be cleared;564 - Gutter vacuum cannot be generated,2
1223,555 - Printhead not reached temperature;564 - Gutter vacuum cannot be generated,1
1224,27 - Printhead heater temperature low;564 - Gutter vacuum cannot be generated,1
1225,27 - Printhead heater temperature low;551 - Gutter cannot be cleared,1
1226,27 - Printhead heater temperature low;555 - Printhead not reached temperature,2
1227,234 - Gutter Stall;581 - ITM life expiry: First Warning,1
1228,1017 - Print delay too short;550 - Degraded gutter clearing at start-up,1
1229,532 - Change ink cartridge: Empty;557 - Misaligned jet at start-up,2
1230,16 - Viscosity Out of Range;532 - Change ink cartridge: Empty,3
1231,52 - Jet modulation has failed;609 - Ensure all consumables are engaged,3
1232,1370 - Print head cover removed;68 - Ink temperature low,2
1233,140 - Ink detected on the charge electrode;68 - Ink temperature low,2
1234,142 - Recovered successfully;68 - Ink temperature low,3
1235,1201 - High viscosity;532 - Change ink cartridge: Empty,2
1236,1000 - Raster unavailable;138 - Print trigger occurred too early,3
1237,1371 - Printing is disabled with print head cover removed;532 - Change ink cartridge: Empty,1
1238,532 - Change ink cartridge: Empty;590 - Persistent fault,2
1239,140 - Ink detected on the charge electrode;532 - Change ink cartridge: Empty,1
1240,1370 - Print head cover removed;41 - Ink level high,1
1241,238 - Insufficient gutter vacuum: retrying;549 - Change makeup cartridge: Expired,1
1242,15 - Deflection EHT has tripped;549 - Change makeup cartridge: Expired,7
1243,52 - Jet modulation has failed;549 - Change makeup cartridge: Expired,1
1244,142 - Recovered successfully;549 - Change makeup cartridge: Expired,1
1245,16 - Viscosity Out of Range;236 - Gutter blocked attempting to clear,1
1246,213 - Inspection Required;564 - Gutter vacuum cannot be generated,2
1247,20 - Ink Level Below Minimum;611 - Please add a new makeup cartridge. Makeup fully expended,1
1248,590 - Persistent fault;611 - Please add a new makeup cartridge. Makeup fully expended,2
1249,561 - Gutter pump vacuum loss but has recovered;992 - MRC payload is empty or incorrect,1
1250,1020 - Buffer empty;561 - Gutter pump vacuum loss but has recovered,1
1251,542 - Change makeup cartridge: Cartridge Empty;992 - MRC payload is empty or incorrect,1
1252,1020 - Buffer empty;542 - Change makeup cartridge: Cartridge Empty,1
1253,25 - Add make-up cartridge;992 - MRC payload is empty or incorrect,1
1254,1020 - Buffer empty;25 - Add make-up cartridge,1
1255,15 - Deflection EHT has tripped;992 - MRC payload is empty or incorrect,2
1256,1020 - Buffer empty;15 - Deflection EHT has tripped,1
1257,1020 - Buffer empty;992 - MRC payload is empty or incorrect,1
1258,549 - Change makeup cartridge: Expired;550 - Degraded gutter clearing at start-up,1
1259,549 - Change makeup cartridge: Expired;561 - Gutter pump vacuum loss but has recovered,4
1260,534 - Insert ink cartridge: No Valid Cartridge Present;549 - Change makeup cartridge: Expired,3
1261,542 - Change makeup cartridge: Cartridge Empty;549 - Change makeup cartridge: Expired,2
1262,25 - Add make-up cartridge;549 - Change makeup cartridge: Expired,1
1263,236 - Gutter blocked attempting to clear;551 - Gutter cannot be cleared,1
1264,237 - Gutter Blocked;551 - Gutter cannot be cleared,1
1265,542 - Change makeup cartridge: Cartridge Empty;551 - Gutter cannot be cleared,5
1266,609 - Ensure all consumables are engaged;611 - Please add a new makeup cartridge. Makeup fully expended,1
1267,236 - Gutter blocked attempting to clear;531 - Change ink cartridge: Expired,4
1268,237 - Gutter Blocked;531 - Change ink cartridge: Expired,2
1269,531 - Change ink cartridge: Expired;550 - Degraded gutter clearing at start-up,1
1270,12 - Charge detection error;68 - Ink temperature low,1
1271,561 - Gutter pump vacuum loss but has recovered;567 - Slow gutter dry,2
1272,1201 - High viscosity;567 - Slow gutter dry,2
1273,20 - Ink Level Below Minimum;581 - ITM life expiry: First Warning,3
1274,1000 - Raster unavailable;1371 - Printing is disabled with print head cover removed,1
1275,1000 - Raster unavailable;142 - Recovered successfully,2
1276,542 - Change makeup cartridge: Cartridge Empty;567 - Slow gutter dry,2
1277,213 - Inspection Required;620 - Ink cartridge tag out of range,1
1278,213 - Inspection Required;622 - ITM tag out of range,1
1279,1020 - Buffer empty;198 - Incorrect External Data Format,1
1280,142 - Recovered successfully;198 - Incorrect External Data Format,1
1281,1020 - Buffer empty;142 - Recovered successfully,1
1282,532 - Change ink cartridge: Empty;608 - Makeup cartridge not engaged,3
1283,20 - Ink Level Below Minimum;237 - Gutter Blocked,1
1284,1017 - Print delay too short;560 - Vacuum loss recovery time out,1
1285,1201 - High viscosity;138 - Print trigger occurred too early,3
1286,1017 - Print delay too short;1201 - High viscosity,2
1287,134 - Unexpected shutdown;68 - Ink temperature low,1
1288,557 - Misaligned jet at start-up;68 - Ink temperature low,1
1289,143 - The attempt to recover has failed;68 - Ink temperature low,1
1290,236 - Gutter blocked attempting to clear;607 - Ink cartridge not engaged,2
1291,41 - Ink level high;549 - Change makeup cartridge: Expired,2
1292,19 - Add ink cartridge;608 - Makeup cartridge not engaged,6
1293,1201 - High viscosity;531 - Change ink cartridge: Expired,3
1294,1370 - Print head cover removed;564 - Gutter vacuum cannot be generated,1
1295,1370 - Print head cover removed;139 - Print Trigger Occurred While Printing,1
1296,41 - Ink level high;551 - Gutter cannot be cleared,3
1297,41 - Ink level high;554 - Jetting pressure has not been reached,2
1298,581 - ITM life expiry: First Warning;611 - Please add a new makeup cartridge. Makeup fully expended,1
1299,142 - Recovered successfully;611 - Please add a new makeup cartridge. Makeup fully expended,3
1300,45 - Watchdog Reset;531 - Change ink cartridge: Expired,1
1301,117 - Positive air to the print head has failed;134 - Unexpected shutdown,4
1302,117 - Positive air to the print head has failed;551 - Gutter cannot be cleared,2
1303,117 - Positive air to the print head has failed;531 - Change ink cartridge: Expired,1
1304,117 - Positive air to the print head has failed;534 - Insert ink cartridge: No Valid Cartridge Present,4
1305,531 - Change ink cartridge: Expired;551 - Gutter cannot be cleared,1
1306,550 - Degraded gutter clearing at start-up;560 - Vacuum loss recovery time out,1
1307,550 - Degraded gutter clearing at start-up;573 - Viscometer fault 1,1
1308,560 - Vacuum loss recovery time out;573 - Viscometer fault 1,1
1309,542 - Change makeup cartridge: Cartridge Empty;573 - Viscometer fault 1,2
1310,25 - Add make-up cartridge;573 - Viscometer fault 1,2
1311,1000 - Raster unavailable;544 - Insert makeup cartridge - no valid cartridge present,1
1312,139 - Print Trigger Occurred While Printing;237 - Gutter Blocked,2
1313,19 - Add ink cartridge;567 - Slow gutter dry,2
1314,236 - Gutter blocked attempting to clear;549 - Change makeup cartridge: Expired,1
1315,237 - Gutter Blocked;549 - Change makeup cartridge: Expired,1
1316,524 - Insert ITM: no valid ITM present;550 - Degraded gutter clearing at start-up,1
1317,237 - Gutter Blocked;608 - Makeup cartridge not engaged,1
1318,1008 - Label stroke pitch too small for encoder resolution;544 - Insert makeup cartridge - no valid cartridge present,1
1319,10 - Print Stretch Detected;510 - Service module disconnected,2
1320,143 - The attempt to recover has failed;510 - Service module disconnected,2
1321,1007 - The label print height is out of range;531 - Change ink cartridge: Expired,1
1322,1007 - The label print height is out of range;142 - Recovered successfully,1
1323,1201 - High viscosity;611 - Please add a new makeup cartridge. Makeup fully expended,2
1324,143 - The attempt to recover has failed;611 - Please add a new makeup cartridge. Makeup fully expended,1
1325,"117 - Positive air to the print head has failed;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",1
1326,"117 - Positive air to the print head has failed;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",1
1327,117 - Positive air to the print head has failed;20 - Ink Level Below Minimum,1
1328,24 - Gutter dry at start-up;551 - Gutter cannot be cleared,1
1329,238 - Insufficient gutter vacuum: retrying;45 - Watchdog Reset,1
1330,1700 - No product trigger in specified distance;238 - Insufficient gutter vacuum: retrying,1
1331,1701 - Multiple product triggers within specified distance;238 - Insufficient gutter vacuum: retrying,1
1332,45 - Watchdog Reset;564 - Gutter vacuum cannot be generated,1
1333,564 - Gutter vacuum cannot be generated;590 - Persistent fault,2
1334,1700 - No product trigger in specified distance;564 - Gutter vacuum cannot be generated,1
1335,1701 - Multiple product triggers within specified distance;564 - Gutter vacuum cannot be generated,1
1336,1700 - No product trigger in specified distance;45 - Watchdog Reset,1
1337,1701 - Multiple product triggers within specified distance;45 - Watchdog Reset,1
1338,138 - Print trigger occurred too early;1700 - No product trigger in specified distance,1
1339,138 - Print trigger occurred too early;1701 - Multiple product triggers within specified distance,1
1340,1700 - No product trigger in specified distance;590 - Persistent fault,1
1341,1701 - Multiple product triggers within specified distance;590 - Persistent fault,1
1342,1700 - No product trigger in specified distance;1701 - Multiple product triggers within specified distance,1
1343,1000 - Raster unavailable;1201 - High viscosity,1
1344,1000 - Raster unavailable;16 - Viscosity Out of Range,1
1345,19 - Add ink cartridge;558 - Gutter dry while running,1
1346,"15 - Deflection EHT has tripped;570 - Start-up pressure, via wash valve, not achieved yet: retrying...",1
1347,"52 - Jet modulation has failed;570 - Start-up pressure, via wash valve, not achieved yet: retrying...",1
1348,"15 - Deflection EHT has tripped;571 - Start-up pressure, via wash valve, cannot be achieved",1
1349,"52 - Jet modulation has failed;571 - Start-up pressure, via wash valve, cannot be achieved",1
1350,1008 - Label stroke pitch too small for encoder resolution;532 - Change ink cartridge: Empty,1
1351,1008 - Label stroke pitch too small for encoder resolution;534 - Insert ink cartridge: No Valid Cartridge Present,1
1352,1008 - Label stroke pitch too small for encoder resolution;16 - Viscosity Out of Range,1
1353,53 - Make-up Level Below Minimum;567 - Slow gutter dry,1
1354,16 - Viscosity Out of Range;567 - Slow gutter dry,1
1355,510 - Service module disconnected;607 - Ink cartridge not engaged,1
1356,53 - Make-up Level Below Minimum;561 - Gutter pump vacuum loss but has recovered,2
1357,19 - Add ink cartridge;549 - Change makeup cartridge: Expired,2
1358,53 - Make-up Level Below Minimum;549 - Change makeup cartridge: Expired,1
1359,"524 - Insert ITM: no valid ITM present;570 - Start-up pressure, via wash valve, not achieved yet: retrying...",1
1360,"20 - Ink Level Below Minimum;570 - Start-up pressure, via wash valve, not achieved yet: retrying...",1
1361,"16 - Viscosity Out of Range;570 - Start-up pressure, via wash valve, not achieved yet: retrying...",1
1362,"570 - Start-up pressure, via wash valve, not achieved yet: retrying...;590 - Persistent fault",1
1363,"524 - Insert ITM: no valid ITM present;571 - Start-up pressure, via wash valve, cannot be achieved",1
1364,"20 - Ink Level Below Minimum;571 - Start-up pressure, via wash valve, cannot be achieved",1
1365,"16 - Viscosity Out of Range;571 - Start-up pressure, via wash valve, cannot be achieved",1
1366,"571 - Start-up pressure, via wash valve, cannot be achieved;590 - Persistent fault",1
1367,608 - Makeup cartridge not engaged;609 - Ensure all consumables are engaged,1
1368,20 - Ink Level Below Minimum;532 - Change ink cartridge: Empty,1
1369,534 - Insert ink cartridge: No Valid Cartridge Present;609 - Ensure all consumables are engaged,1
1370,117 - Positive air to the print head has failed;15 - Deflection EHT has tripped,7
1371,10 - Print Stretch Detected;621 - Makeup cartridge tag out of range,1
1372,117 - Positive air to the print head has failed;544 - Insert makeup cartridge - no valid cartridge present,7
1373,117 - Positive air to the print head has failed;16 - Viscosity Out of Range,1
1374,531 - Change ink cartridge: Expired;554 - Jetting pressure has not been reached,1
1375,554 - Jetting pressure has not been reached;607 - Ink cartridge not engaged,1
1376,19 - Add ink cartridge;554 - Jetting pressure has not been reached,1
1377,19 - Add ink cartridge;531 - Change ink cartridge: Expired,5
1378,15 - Deflection EHT has tripped;24 - Gutter dry at start-up,2
1379,24 - Gutter dry at start-up;531 - Change ink cartridge: Expired,1
1380,134 - Unexpected shutdown;549 - Change makeup cartridge: Expired,3
1381,234 - Gutter Stall;534 - Insert ink cartridge: No Valid Cartridge Present,1
1382,524 - Insert ITM: no valid ITM present;609 - Ensure all consumables are engaged,1
1383,1018 - Internal gearbox frequency too high;607 - Ink cartridge not engaged,1
1384,1018 - Internal gearbox frequency too high;46 - Makeup Level too High,1
1385,1005 - Unexpected exception in print system;549 - Change makeup cartridge: Expired,1
1386,16 - Viscosity Out of Range;611 - Please add a new makeup cartridge. Makeup fully expended,1
1387,27 - Printhead heater temperature low;561 - Gutter pump vacuum loss but has recovered,1
1388,27 - Printhead heater temperature low;607 - Ink cartridge not engaged,1
1389,1020 - Buffer empty;564 - Gutter vacuum cannot be generated,1
1390,557 - Misaligned jet at start-up;573 - Viscometer fault 1,1
1391,1201 - High viscosity;27 - Printhead heater temperature low,1
1392,237 - Gutter Blocked;524 - Insert ITM: no valid ITM present,1
1393,143 - The attempt to recover has failed;524 - Insert ITM: no valid ITM present,1
1394,554 - Jetting pressure has not been reached;592 - Bleeding damper,2
1395,138 - Print trigger occurred too early;554 - Jetting pressure has not been reached,1
1396,138 - Print trigger occurred too early;592 - Bleeding damper,1
1397,558 - Gutter dry while running;581 - ITM life expiry: First Warning,1
1398,534 - Insert ink cartridge: No Valid Cartridge Present;553 - Wash pressure has not been reached,1
1399,41 - Ink level high;553 - Wash pressure has not been reached,1
1400,15 - Deflection EHT has tripped;553 - Wash pressure has not been reached,1
1401,52 - Jet modulation has failed;553 - Wash pressure has not been reached,1
1402,53 - Make-up Level Below Minimum;532 - Change ink cartridge: Empty,1
1403,1018 - Internal gearbox frequency too high;236 - Gutter blocked attempting to clear,1
1404,1018 - Internal gearbox frequency too high;237 - Gutter Blocked,1
1405,211 - Less than 200 hours to next inspection;46 - Makeup Level too High,2
1406,15 - Deflection EHT has tripped;26 - Printhead heater temperature high,2
1407,"570 - Start-up pressure, via wash valve, not achieved yet: retrying...;573 - Viscometer fault 1",1
1408,"570 - Start-up pressure, via wash valve, not achieved yet: retrying...;574 - Viscometer fault 2",1
1409,"571 - Start-up pressure, via wash valve, cannot be achieved;573 - Viscometer fault 1",1
1410,"571 - Start-up pressure, via wash valve, cannot be achieved;574 - Viscometer fault 2",1
1411,573 - Viscometer fault 1;574 - Viscometer fault 2,2
1412,574 - Viscometer fault 2;607 - Ink cartridge not engaged,2
1413,12 - Charge detection error;506 - A trial Pack will expire soon,1
1414,142 - Recovered successfully;506 - A trial Pack will expire soon,1
1415,117 - Positive air to the print head has failed;564 - Gutter vacuum cannot be generated,1
1416,24 - Gutter dry at start-up;542 - Change makeup cartridge: Cartridge Empty,1
1417,138 - Print trigger occurred too early;24 - Gutter dry at start-up,3
1418,1018 - Internal gearbox frequency too high;24 - Gutter dry at start-up,1
1419,1018 - Internal gearbox frequency too high;557 - Misaligned jet at start-up,2
1420,1018 - Internal gearbox frequency too high;542 - Change makeup cartridge: Cartridge Empty,2
1421,1018 - Internal gearbox frequency too high;138 - Print trigger occurred too early,2
1422,235 - Gutter pump not rotating;554 - Jetting pressure has not been reached,1
1423,235 - Gutter pump not rotating;542 - Change makeup cartridge: Cartridge Empty,1
1424,235 - Gutter pump not rotating;25 - Add make-up cartridge,1
1425,15 - Deflection EHT has tripped;235 - Gutter pump not rotating,1
1426,142 - Recovered successfully;235 - Gutter pump not rotating,1
1427,552 - Pressure has not been reached;554 - Jetting pressure has not been reached,1
1428,542 - Change makeup cartridge: Cartridge Empty;552 - Pressure has not been reached,1
1429,25 - Add make-up cartridge;552 - Pressure has not been reached,1
1430,15 - Deflection EHT has tripped;552 - Pressure has not been reached,1
1431,142 - Recovered successfully;552 - Pressure has not been reached,1
1432,542 - Change makeup cartridge: Cartridge Empty;554 - Jetting pressure has not been reached,1
1433,544 - Insert makeup cartridge - no valid cartridge present;554 - Jetting pressure has not been reached,1
1434,25 - Add make-up cartridge;554 - Jetting pressure has not been reached,1
1435,15 - Deflection EHT has tripped;554 - Jetting pressure has not been reached,1
1436,142 - Recovered successfully;554 - Jetting pressure has not been reached,2
1437,551 - Gutter cannot be cleared;581 - ITM life expiry: First Warning,2
1438,17 - Viscometer fault;238 - Insufficient gutter vacuum: retrying,1
1439,17 - Viscometer fault;564 - Gutter vacuum cannot be generated,1
1440,17 - Viscometer fault;46 - Makeup Level too High,1
1441,41 - Ink level high;552 - Pressure has not been reached,1
1442,"572 - Start-up pressure, via feed valve, cannot be achieved;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",1
1443,"572 - Start-up pressure, via feed valve, cannot be achieved;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",1
1444,10 - Print Stretch Detected;620 - Ink cartridge tag out of range,1
1445,534 - Insert ink cartridge: No Valid Cartridge Present;567 - Slow gutter dry,2
1446,10 - Print Stretch Detected;567 - Slow gutter dry,1
1447,20 - Ink Level Below Minimum;564 - Gutter vacuum cannot be generated,1
1448,206 - Remove cartridge for depletion;46 - Makeup Level too High,1
1449,15 - Deflection EHT has tripped;206 - Remove cartridge for depletion,1
1450,553 - Wash pressure has not been reached;557 - Misaligned jet at start-up,1
1451,138 - Print trigger occurred too early;567 - Slow gutter dry,1
1452,544 - Insert makeup cartridge - no valid cartridge present;551 - Gutter cannot be cleared,3
1453,24 - Gutter dry at start-up;46 - Makeup Level too High,1
1454,542 - Change makeup cartridge: Cartridge Empty;69 - Ink temperature high,1
1455,608 - Makeup cartridge not engaged;69 - Ink temperature high,1
1456,16 - Viscosity Out of Range;69 - Ink temperature high,1
1457,544 - Insert makeup cartridge - no valid cartridge present;567 - Slow gutter dry,1
1458,550 - Degraded gutter clearing at start-up;608 - Makeup cartridge not engaged,1
1459,15 - Deflection EHT has tripped;211 - Less than 200 hours to next inspection,2
1460,211 - Less than 200 hours to next inspection;52 - Jet modulation has failed,1
1461,532 - Change ink cartridge: Empty;607 - Ink cartridge not engaged,1
1462,117 - Positive air to the print head has failed;136 - Unable to detect printhead,1
1463,117 - Positive air to the print head has failed;143 - The attempt to recover has failed,1
1464,136 - Unable to detect printhead;139 - Print Trigger Occurred While Printing,1
1465,136 - Unable to detect printhead;143 - The attempt to recover has failed,1
1466,551 - Gutter cannot be cleared;552 - Pressure has not been reached,1
1467,16 - Viscosity Out of Range;550 - Degraded gutter clearing at start-up,2
1468,24 - Gutter dry at start-up;544 - Insert makeup cartridge - no valid cartridge present,2
1469,510 - Service module disconnected;590 - Persistent fault,1
1470,139 - Print Trigger Occurred While Printing;24 - Gutter dry at start-up,1
1471,10 - Print Stretch Detected;17 - Viscometer fault,1
1472,544 - Insert makeup cartridge - no valid cartridge present;558 - Gutter dry while running,1
1473,25 - Add make-up cartridge;558 - Gutter dry while running,1
1474,134 - Unexpected shutdown;992 - MRC payload is empty or incorrect,1
1475,117 - Positive air to the print head has failed;19 - Add ink cartridge,2
1476,1370 - Print head cover removed;609 - Ensure all consumables are engaged,1
1477,52 - Jet modulation has failed;564 - Gutter vacuum cannot be generated,2
1478,"19 - Add ink cartridge;570 - Start-up pressure, via wash valve, not achieved yet: retrying...",1
1479,"19 - Add ink cartridge;571 - Start-up pressure, via wash valve, cannot be achieved",1
1480,46 - Makeup Level too High;551 - Gutter cannot be cleared,1
1481,138 - Print trigger occurred too early;551 - Gutter cannot be cleared,1
1482,167 - Printhead temperature near boiling point;238 - Insufficient gutter vacuum: retrying,1
1483,238 - Insufficient gutter vacuum: retrying;26 - Printhead heater temperature high,1
1484,166 - Drop generator temperature over the maximum limit;238 - Insufficient gutter vacuum: retrying,1
1485,167 - Printhead temperature near boiling point;564 - Gutter vacuum cannot be generated,1
1486,26 - Printhead heater temperature high;564 - Gutter vacuum cannot be generated,1
1487,166 - Drop generator temperature over the maximum limit;564 - Gutter vacuum cannot be generated,1
1488,167 - Printhead temperature near boiling point;26 - Printhead heater temperature high,1
1489,166 - Drop generator temperature over the maximum limit;167 - Printhead temperature near boiling point,1
1490,15 - Deflection EHT has tripped;167 - Printhead temperature near boiling point,1
1491,139 - Print Trigger Occurred While Printing;167 - Printhead temperature near boiling point,1
1492,167 - Printhead temperature near boiling point;213 - Inspection Required,1
1493,166 - Drop generator temperature over the maximum limit;26 - Printhead heater temperature high,1
1494,139 - Print Trigger Occurred While Printing;26 - Printhead heater temperature high,1
1495,15 - Deflection EHT has tripped;166 - Drop generator temperature over the maximum limit,1
1496,139 - Print Trigger Occurred While Printing;166 - Drop generator temperature over the maximum limit,1
1497,166 - Drop generator temperature over the maximum limit;213 - Inspection Required,1
1498,117 - Positive air to the print head has failed;1370 - Print head cover removed,2
1499,134 - Unexpected shutdown;555 - Printhead not reached temperature,1
1500,555 - Printhead not reached temperature;581 - ITM life expiry: First Warning,1
1501,139 - Print Trigger Occurred While Printing;555 - Printhead not reached temperature,1
1502,142 - Recovered successfully;555 - Printhead not reached temperature,1
1503,238 - Insufficient gutter vacuum: retrying;506 - A trial Pack will expire soon,1
1504,506 - A trial Pack will expire soon;534 - Insert ink cartridge: No Valid Cartridge Present,1
1505,15 - Deflection EHT has tripped;506 - A trial Pack will expire soon,1
1506,20 - Ink Level Below Minimum;550 - Degraded gutter clearing at start-up,1
1507,550 - Degraded gutter clearing at start-up;590 - Persistent fault,1
1508,17 - Viscometer fault;573 - Viscometer fault 1,1
1509,17 - Viscometer fault;574 - Viscometer fault 2,1
1510,12 - Charge detection error;574 - Viscometer fault 2,1
1511,12 - Charge detection error;17 - Viscometer fault,1
1512,140 - Ink detected on the charge electrode;609 - Ensure all consumables are engaged,1
1513,531 - Change ink cartridge: Expired;549 - Change makeup cartridge: Expired,2
1514,46 - Makeup Level too High;532 - Change ink cartridge: Empty,1
1515,10 - Print Stretch Detected;117 - Positive air to the print head has failed,1
1516,532 - Change ink cartridge: Empty;549 - Change makeup cartridge: Expired,2
1517,139 - Print Trigger Occurred While Printing;532 - Change ink cartridge: Empty,1
1518,234 - Gutter Stall;531 - Change ink cartridge: Expired,1
1519,"570 - Start-up pressure, via wash valve, not achieved yet: retrying...;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",1
1520,"570 - Start-up pressure, via wash valve, not achieved yet: retrying...;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",1
1521,"571 - Start-up pressure, via wash valve, cannot be achieved;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",1
1522,"571 - Start-up pressure, via wash valve, cannot be achieved;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",1
1523,205 - Depletion State;206 - Remove cartridge for depletion,1
1524,12 - Charge detection error;611 - Please add a new makeup cartridge. Makeup fully expended,1
1525,142 - Recovered successfully;532 - Change ink cartridge: Empty,2
1526,15 - Deflection EHT has tripped;1700 - No product trigger in specified distance,1
1527,142 - Recovered successfully;1700 - No product trigger in specified distance,1
1528,12 - Charge detection error;554 - Jetting pressure has not been reached,1
1529,236 - Gutter blocked attempting to clear;45 - Watchdog Reset,1
1530,237 - Gutter Blocked;45 - Watchdog Reset,1
1531,211 - Less than 200 hours to next inspection;238 - Insufficient gutter vacuum: retrying,1
1532,139 - Print Trigger Occurred While Printing;211 - Less than 200 hours to next inspection,1
1533,1020 - Buffer empty;138 - Print trigger occurred too early,1
1534,1370 - Print head cover removed;552 - Pressure has not been reached,1
1535,10 - Print Stretch Detected;552 - Pressure has not been reached,1
1536,1007 - The label print height is out of range;549 - Change makeup cartridge: Expired,1
1537,1007 - The label print height is out of range;15 - Deflection EHT has tripped,1
1538,41 - Ink level high;573 - Viscometer fault 1,1
1539,20 - Ink Level Below Minimum;542 - Change makeup cartridge: Cartridge Empty,1
1540,142 - Recovered successfully;26 - Printhead heater temperature high,1
1541,117 - Positive air to the print head has failed;41 - Ink level high,1
1542,1008 - Label stroke pitch too small for encoder resolution;52 - Jet modulation has failed,1
1543,551 - Gutter cannot be cleared;592 - Bleeding damper,1
1544,20 - Ink Level Below Minimum;551 - Gutter cannot be cleared,1
1545,20 - Ink Level Below Minimum;554 - Jetting pressure has not been reached,1
1546,534 - Insert ink cartridge: No Valid Cartridge Present;592 - Bleeding damper,1
1547,20 - Ink Level Below Minimum;592 - Bleeding damper,1
1548,1018 - Internal gearbox frequency too high;25 - Add make-up cartridge,1
1549,1370 - Print head cover removed;531 - Change ink cartridge: Expired,1
1550,213 - Inspection Required;532 - Change ink cartridge: Empty,1
1551,25 - Add make-up cartridge;510 - Service module disconnected,1
1552,1201 - High viscosity;549 - Change makeup cartridge: Expired,1
1553,16 - Viscosity Out of Range;549 - Change makeup cartridge: Expired,1
1554,12 - Charge detection error;532 - Change ink cartridge: Empty,1
